"Lactobacillus"	"Blautia"	"Allobaculum"	"Desulfovibrio"	"Collinsella"	"Dorea"	"Treponema"	"Oscillospira"	"[Ruminococcus]"	"Ruminococcus"	"Streptococcus"	"Clostridium"	"Coprococcus"	"Adlercreutzia"	"[Prevotella]"	"Gemella"	"Turicibacter"	"Butyricicoccus"	"p-75-a5"	"Shuttleworthia"	"Staphylococcus"	"Roseburia"	"Bifidobacterium"	"Holdemania"	"Dehalobacterium"	"Escherichia"	"Aggregatibacter"	"Bacteroides"	"Defluviitalea"	"Jeotgalicoccus"	"Coprobacillus"	"Corynebacterium"	"Helicobacter"	"Prevotella"	"rc4-4"	"[Eubacterium]"	"Enterococcus"	"Facklamia"	"Actinomyces"	"Rothia"	"Christensenella"	"Burkholderia"	"CandidatusArthromitus"	"Anaerostipes"	"Akkermansia"	"Veillonella"	"Lactococcus"	"Anaerofustis"	"Enterobacter"	"Psychrobacter"
"Coprobacillus"	0.257383604187632	0.702223516109129	0.412163404049233	0.096734593551549	0.622914864006402	0.846512727919211	0.706010180611559	0.108364193996444	0.632393010654857	0.953499370962517	0.995770460444225	0.708159348917491	0.0828795995793334	0.37012073617182	0.903409323137687	0.696019207206724	0.131907451875662	0.0609150236692441	0.578245018588268	0.422660655844712	0.436871395182154	0.111874554697022	0.0492153662264888	0.886881618331088	0.0227764170140936	0.541007870974326	0.679934460991612	0.336439669835612	0.808131935965581	0.422660655844712	0	0.926405574570626	0.604336691305452	0.958949588934703	0.813458848829126	0.059144497162299	0.812448653072217	0.704058043171018	0.926405574570626	0.926405574570626	0.988750830656786	0.936453963185435	0.926405574570626	0.721139207652146	0.926405574570626	0.604336691305452	0.342516675330112	0.542962210843214	0.762469696235529	0.926405574570626
"Corynebacterium"	0.527687022417606	0.944313181364077	0.527687022417606	0.527687022417606	0.726542936103954	0.359185246531075	0.832684163468012	0.833944712069162	0.439121677769091	0.623926452059971	0.132136004663586	0.359185246531075	0.833944712069162	0.527687022417606	0.316690673817283	0.0689133758212558	0.35811732632636	0.666365300783928	0.227184848266096	0.770618188153035	0.0801211969991418	0.334441135782392	0.27521950501217	0.943623682019495	0.438717693938253	0.00183009676388921	6.73043204786012e-05	0.666365300783928	0.398446135351184	6.73043204786012e-05	0.58036028921073	0	0.926405574570626	0.70512863962257	0.926405574570626	0.926405574570626	0.0782691206657409	0.0782691206657409	0.277085685741597	0.602837666913097	0.926405574570626	0.342516675330112	0.926405574570626	0.936453963185435	0.936453963185435	0.926405574570626	0.936453963185435	0.936453963185435	0.936453963185435	0.936453963185435
"Helicobacter"	0.247038106326321	0.347255251614134	0.591128439152059	0.476546649624422	0.0733922987325694	0.788758588431192	0.612640744494116	0.583751442272055	0.670857626432111	0.296400764551197	0.957722835349676	0.0565269662869805	0.611617424902731	0.792851993390995	0.0632108980409335	0.963131760023212	0.186368212295946	0.672074584592571	0.831990036071514	0.422660655844712	0.893552677755844	0.76316362029545	0.408808937356254	0.882641237359468	0.279699015281778	0.541007870974326	0.679934460991612	0.0180624888898039	0.165000385934199	0.422660655844712	0.100851963249345	0.58036028921073	0	0.908592382595612	0.893561553599894	0.813458848829126	0.992068350720518	0.851104499084922	0.926405574570626	0.926405574570626	0.8627488764717	0.926405574570626	0.234873711719174	0.926405574570626	0.926405574570626	0.992068350720518	0.342516675330112	0.926405574570626	0.762469696235529	0.926405574570626
"Prevotella"	0.992332561835196	0.855066236937644	0.774750845344554	0.602663818445228	0.495766637008471	0.789550052899928	0.201691546567413	0.815616462901039	0.734457552980148	0.288567394271949	0.0103827888079291	0.642042629754788	0.750865717299506	0.203930611886834	0.00280619251337299	0.0490107082360407	0.873704210456815	0.768450746369718	0.271850537130991	0.330825266415424	0.639378789105922	0.696726279205843	0.996062137618823	0.992237482025422	0.830453667674505	0.877072930303266	0.00997178444979946	0.0449732723125416	0.311401081947907	0.544360113710372	0.899455573621203	0.14716102170037	0.450216796926969	0	0.862214635038963	0.862214635038963	0.608492253762584	0.951911852081821	0.935394267257232	0.201791562411689	0.926405574570626	0.923188185028595	0.936453963185435	0.926405574570626	0.926405574570626	0.936453963185435	0.926405574570626	0.926405574570626	0.499801823400364	0.926405574570626
"rc4-4"	0.171887666818403	0.341240061430375	0.882985894847545	0.836705582060591	0.456430053521123	0.13672642331651	0.0563253419049796	0.0945871505748691	0.279026669563405	0.456430053521123	0.0254440958816655	0.546000775888704	0.0182163282328695	0.0436244604373323	0.218237958571846	0.769085312982736	0.0675326569144237	0.151166846109023	0.0467418645087021	0.67327214020336	0.57002332330448	0.954166874940273	0.444131008400331	0.0532639487396197	0.413083675975307	0.597284265249449	0.67327214020336	0.532416938314745	0.0389815239817094	0.67327214020336	0.278318868058674	0.770618188153035	0.422660655844712	0.330825266415424	0	0.258728263791073	0.926405574570626	0.926405574570626	0.923188185028595	0.923188185028595	0.881392988275224	0.893561553599894	0.926405574570626	0.926405574570626	0.0296619678511325	0.502034487207252	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626
"[Eubacterium]"	0.0737040689962158	0.0456839632893616	0.466859173997654	0.989936785612867	0.797445121187944	0.0241537350245835	0.264682446390183	0.144051928852568	0.377540399343502	0.398893776934377	0.171887666818403	0.159533653284679	0.241831869416555	0.0182163282328695	0.218237958571846	0.769085312982736	0.176601568386613	4.19013851384324e-05	0.0603338326805106	0.67327214020336	0.964736381428462	0.276064074985793	0.109297064820494	0.0166327532551122	0.101802987935571	0.125247131814803	0.67327214020336	0.532416938314745	0.779642770466948	0.67327214020336	0.00101609959694044	0.770618188153035	0.288650282384643	0.330825266415424	0.0128454209680058	0	0.926405574570626	0.926405574570626	0.923188185028595	0.923188185028595	0.881392988275224	0.893561553599894	0.926405574570626	0.926405574570626	0.926405574570626	0.502034487207252	0.0296619678511325	0.926405574570626	0.926405574570626	0.926405574570626
"Enterococcus"	0.0672444715401267	0.338472004060439	0.741300507457608	0.489362741184991	0.198018189236931	0.110335254261292	0.147453726596856	0.150727327861762	0.32048886193432	0.117336452611046	0.0165360480763592	0.573236382152984	0.236570358465577	0.507453630603442	0.0425567335407502	0.0814947262495563	0.202223844177768	0.433427733713188	1	0.597284265249449	1	0.274816391508562	0.734519415652928	0.170097814496478	0.0405419787127638	0.150604004898421	2.98551019821411e-06	0.404802170522478	0.96340699786842	0.0534223291927615	0.25136166490969	0.00183009676388921	0.974251612993293	0.103319501047035	0.597284265249449	0.597284265249449	0	0.0296619678511325	0.203307888714216	0.602837666913097	0.989898648383518	0.277924773987164	0.926405574570626	0.163539791542579	0.926405574570626	0.893561553599894	0.926405574570626	0.926405574570626	0.258728263791073	0.926405574570626
"Facklamia"	0.888395068632276	0.380100826097934	0.449872134121435	0.822277175008371	0.678343189496814	0.0522182342801649	0.856892215411393	0.578074837627679	0.893943826768597	0.657789587598461	0.15288136527076	0.549316514536724	0.387971072828724	0.905055585520892	0.612742987045661	0.267366930060931	0.775641614092054	0.433427733713188	0.877313045714592	0.597284265249449	1	0.609666265282803	0.459498345812295	0.170097814496478	0.299260921139717	0.150604004898421	0.0534223291927615	0.433427733713188	0.96340699786842	0.0534223291927615	0.141481375608482	0.00183009676388921	0.31356385768294	0.877072930303266	0.597284265249449	0.597284265249449	0.000245043846590121	0	0.203307888714216	0.926405574570626	0.813458848829126	0.277924773987164	0.926405574570626	0.163539791542579	0.926405574570626	0.926405574570626	0.926405574570626	0.258728263791073	0.926405574570626	0.926405574570626
"Actinomyces"	0.851300539676973	0.648850199279924	0.116024649797741	0.380717809843637	0.486006529205539	0.624348195884137	0.841197157911797	0.211704548971573	0.69468567306711	0.300722286601636	0.150880577140736	0.720144201171771	0.222865671761201	0.168956033240745	0.554952252050209	0.212116358150486	0.0543618739610384	0.28773380537761	0.534123498958002	0.474833494315761	0.0492616833770004	0.125050680313912	0.351926171755429	0.172979760837914	0.754331362433287	0.358761043917267	0.163765169448975	0.965128195145139	0.88677784461074	0.163765169448975	0.59231437010623	0.0156072753601389	0.680817285457777	0.78649477165302	0.474833494315761	0.474833494315761	0.00796634992512846	0.00796634992512846	0	0.852628737200377	0.958949588934703	0.298722954653326	0.926405574570626	0.38169642611177	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626
"Rothia"	0.750213019586777	0.745894654424384	0.377555809919932	0.426551031015868	0.869163144912467	0.263704705082291	0.591403528365344	0.648850199279924	0.380717809843637	0.482397996237168	0.0806672932177532	0.352806126995739	0.447070435007667	0.89157804598538	0.0213743894624583	0.031825289695869	0.367096861633382	0.28773380537761	0.576505867281709	0.474833494315761	0.516964925830104	0.552805654222753	0.0605489146396768	0.725458034598019	0.873529699811431	0.599427524189813	0.0147249633486586	0.171608024485828	0.167808986807788	0.354024455749442	0.691858653133561	0.0835023609034368	0.62659771977102	0.00691856785411504	0.474833494315761	0.474833494315761	0.0964510698478938	0.599427524189813	0.315805025553125	0	0.926405574570626	0.925407827490761	0.8627488764717	0.926405574570626	0.926405574570626	0.937444886814037	0.926405574570626	0.926405574570626	0.677266132689928	0.926405574570626
"Christensenella"	0.801660786272288	0.99599442043085	0.654261357404308	0.747691116219727	0.782270859589457	0.706065603145088	0.00130677855399536	0.740067893913864	0.247083617362166	0.117629283600417	0.0470790462555097	0.0983774693066653	0.397895069609781	0.0192404175800358	0.153091524452641	0.952001556655055	0.299866208527866	0.185029361861179	0.278359110249135	0.374861834197054	0.106117385014773	0.49013164392216	0.497041179064924	0.63556110926834	0.345003590575565	0.264227869008243	0.655653518191591	0.354849009171617	0.969445330635248	0.374861834197054	0.950007940965744	0.540979969151775	0.354178286271793	0.633492415031424	0.374861834197054	0.374861834197054	0.965169008128346	0.264227869008243	0.898728915097704	0.755503514972842	0	0.8627488764717	0.926405574570626	0.926405574570626	0.926405574570626	0.989898648383518	0.926405574570626	0.926405574570626	0.731783364396186	0.926405574570626
"Burkholderia"	0.91766003038817	0.613494465932626	0.690402686406137	0.600405265310427	0.549268883016894	0.863169395132684	0.753376542111166	0.178560664481945	0.915556005655462	0.643841245802664	0.602267947831704	0.98096866765225	0.393832586293864	0.799002035817312	0.358098661436414	0.000350469563412134	0.106282228948836	0.849417083521378	0.352891611695013	0.42429749310021	0.758903235884261	0.433520457471817	0.753945442231555	0.529937620940277	0.968258485455102	0.454948747230818	0.219104795794605	0.776471584682101	0.330726629906606	0.219104795794605	0.807183016970764	0.0253476811450189	0.617293859699913	0.477703864449414	0.422660655844712	0.422660655844712	0.01701580248901	0.01701580248901	0.0197522933280975	0.482722940217629	0.357721285055813	0	0.926405574570626	0.499438916221795	0.926405574570626	0.851104499084922	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626
"CandidatusArthromitus"	0.790945135832109	0.256299086160071	0.288860897339322	0.0577741072642766	0.742652842852559	0.394091157756806	0.734321625553205	0.565985121666794	0.238300336627144	0.166317402627353	0.803958194870259	0.341240061430375	0.583369775288681	0.723585718122786	0.0682129826196369	0.63276065530916	0.125938812854181	0.532416938314745	0.354601207431466	0.67327214020336	0.46017503064067	0.964736381428462	0.109297064820494	0.596446980012776	0.349685767694021	0.597284265249449	0.67327214020336	0.00032746649874281	0.692985019021663	0.67327214020336	0.503211216158506	0.770618188153035	0.010249884109284	0.804020361577159	0.67327214020336	0.67327214020336	0.597284265249449	0.597284265249449	0.512817734817447	0.350864609987334	0.57044506347802	0.679934460991612	0	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626	0.926405574570626
"Anaerostipes"	0.439121677769091	0.288465962502733	0.359185246531075	0.726542936103954	0.527687022417606	0.527687022417606	0.524484759239519	0.527687022417606	0.726542936103954	0.359185246531075	0.288465962502733	0.527687022417606	0.623926452059971	0.175217610939529	0.592868367078235	0.490846872900059	0.438110109213999	0.666365300783928	0.944313181364077	0.770618188153035	0.334441135782392	0.334441135782392	0.346022245645599	0.221273115803623	0.226766383909099	0.71504782938216	0.770618188153035	0.666365300783928	0.0689133758212558	0.770618188153035	0.158756201341314	0.840132984114933	0.58036028921073	0.503321469026512	0.770618188153035	0.770618188153035	0.00534007482588012	0.00534007482588012	0.0291856914786205	0.621908286555838	0.540979969151775	0.0433141332332138	0.770618188153035	0	0.936453963185435	0.926405574570626	0.936453963185435	0.936453963185435	0.936453963185435	0.936453963185435
"Akkermansia"	0.623926452059971	0.944313181364077	0.288465962502733	0.944313181364077	0.944313181364077	0.726542936103954	0.196480674481849	0.288465962502733	0.132136004663586	0.944313181364077	0.0972641777296366	0.623926452059971	0.0972641777296366	0.227184848266096	0.398446135351184	0.398446135351184	0.151666322892142	0.666365300783928	0.0972641777296366	0.770618188153035	0.825508711836644	0.334441135782392	0.942803426645978	0.282367835524039	0.623622740131342	0.71504782938216	0.770618188153035	0.666365300783928	0.0989952435599167	0.770618188153035	0.58036028921073	0.840132984114933	0.58036028921073	0.503321469026512	0.000455442957357023	0.770618188153035	0.71504782938216	0.71504782938216	0.621908286555838	0.621908286555838	0.540979969151775	0.58036028921073	0.770618188153035	0.840132984114933	0	0.926405574570626	0.936453963185435	0.936453963185435	0.936453963185435	0.936453963185435
"Veillonella"	0.187839071743401	0.47160066446782	0.507453630603442	0.972018924332617	0.403985538940805	0.549316514536724	0.884747954059465	0.484891085009318	0.816813729607376	0.725391184677971	0.498367588446812	0.955243592373016	0.467212437475971	0.516619813948472	0.932964461481793	0.896557042210668	0.756799582167782	0.322770791402599	0.87178027938898	0.597284265249449	0.824756584041919	0.86522721174427	0.994250773876608	0.674566487512996	0.79487024050596	0.507727133701928	0.17633136502679	0.404802170522478	0.374857501216323	0.597284265249449	0.101857530236032	0.71504782938216	0.974251612993293	0.824598033452593	0.0534223291927615	0.0534223291927615	0.409858757672168	0.507727133701928	0.677617902610637	0.843317767566587	0.965169008128346	0.31356385768294	0.597284265249449	0.71504782938216	0.71504782938216	0	0.926405574570626	0.926405574570626	0.258728263791073	0.926405574570626
"Lactococcus"	0.288465962502733	0.132136004663586	0.833944712069162	0.833944712069162	0.439121677769091	0.175217610939529	0.832684163468012	0.439121677769091	0.227184848266096	0.944313181364077	0.623926452059971	0.0972641777296366	0.944313181364077	0.0972641777296366	0.398446135351184	0.398446135351184	0.438110109213999	0.00726877523754371	0.132136004663586	0.770618188153035	0.263650943479236	0.606047053607311	0.27521950501217	0.0929118233703117	0.0969537299020628	0.00534007482588012	0.770618188153035	0.666365300783928	0.398446135351184	0.770618188153035	0.0253476811450189	0.840132984114933	0.0253476811450189	0.503321469026512	0.770618188153035	0.000455442957357023	0.71504782938216	0.71504782938216	0.621908286555838	0.621908286555838	0.540979969151775	0.58036028921073	0.770618188153035	0.840132984114933	0.840132984114933	0.71504782938216	0	0.936453963185435	0.936453963185435	0.936453963185435
"Anaerofustis"	0.175217610939529	0.726542936103954	0.0972641777296366	0.439121677769091	0.726542936103954	0.0972641777296366	0.196480674481849	0.944313181364077	0.288465962502733	0.439121677769091	0.726542936103954	0.132136004663586	0.439121677769091	0.623926452059971	0.398446135351184	0.398446135351184	0.151666322892142	0.666365300783928	0.288465962502733	0.770618188153035	0.334441135782392	0.203283999282207	0.27521950501217	0.221273115803623	0.726313744367647	0.71504782938216	0.770618188153035	0.666365300783928	0.398446135351184	0.770618188153035	0.0700310443373288	0.840132984114933	0.58036028921073	0.503321469026512	0.770618188153035	0.770618188153035	0.71504782938216	0.0133060249949695	0.621908286555838	0.621908286555838	0.540979969151775	0.58036028921073	0.770618188153035	0.840132984114933	0.840132984114933	0.71504782938216	0.840132984114933	0	0.936453963185435	0.936453963185435
"Enterobacter"	0.0972641777296366	0.623926452059971	0.726542936103954	0.0972641777296366	0.227184848266096	0.288465962502733	0.0945454102970759	0.0972641777296366	0.623926452059971	0.227184848266096	0.227184848266096	0.527687022417606	0.175217610939529	0.623926452059971	0.0689133758212558	0.819236461293881	0.725968874421986	0.666365300783928	0.175217610939529	0.770618188153035	0.334441135782392	0.825508711836644	0.719406016286496	0.221273115803623	0.174825587956431	0.71504782938216	0.000455442957357023	0.00726877523754371	0.398446135351184	0.770618188153035	0.224674678435403	0.840132984114933	0.224674678435403	0.0450112586281192	0.770618188153035	0.770618188153035	0.0133060249949695	0.71504782938216	0.621908286555838	0.129789891013612	0.183066557935831	0.58036028921073	0.770618188153035	0.840132984114933	0.840132984114933	0.0133060249949695	0.840132984114933	0.840132984114933	0	0.936453963185435
"Psychrobacter"	0.359185246531075	0.0972641777296366	0.527687022417606	0.623926452059971	0.0972641777296366	0.439121677769091	0.355424953544607	0.833944712069162	0.833944712069162	0.227184848266096	0.439121677769091	0.175217610939529	0.726542936103954	0.833944712069162	0.398446135351184	0.398446135351184	0.287387503002476	0.666365300783928	0.175217610939529	0.770618188153035	0.153043800714442	0.153043800714442	0.27521950501217	0.221273115803623	0.288035120455803	0.71504782938216	0.770618188153035	0.666365300783928	0.398446135351184	0.000455442957357023	0.58036028921073	0.840132984114933	0.58036028921073	0.503321469026512	0.770618188153035	0.770618188153035	0.71504782938216	0.71504782938216	0.621908286555838	0.621908286555838	0.540979969151775	0.58036028921073	0.770618188153035	0.840132984114933	0.840132984114933	0.71504782938216	0.840132984114933	0.840132984114933	0.840132984114933	0
